marker_accession	marker_type_name	chr_id	chr_pos	p_value	pubmed_id	author	journal	pubmed_link	study	allele	trait	gene	or_per_copy	platform	ci_95	chr_location	initial_size	replicate_size	merged	cur_snp_id	snp_gene_symbols	snp_gene_ids	snp_gene_validated
3846663	SNP	5	74655725	6e-06	19197348	Lowe JK	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/19197348	Genome-wide association studies in an isolated founder population from the Pacific Island of Kosrae.	T	Quantitative traits	COL4A3BP, HMGCR	0.19	Affymetrix [408,775]		5q13.3	Up to 2,906 Micronesian individuals		0	3846663	HMGCR	3156	1
3846663	SNP	5	74655725	1e-06	19197348	Lowe JK	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/19197348	Genome-wide association studies in an isolated founder population from the Pacific Island of Kosrae.	T	Quantitative traits	COL4A3BP, HMGCR	0.21	Affymetrix [408,775]		5q13.3	Up to 2,906 Micronesian individuals		0	3846663	HMGCR	3156	1
12916	SNP	5	74656538	9e-47	20686565	Teslovich TM	Nature	http://www.ncbi.nlm.nih.gov/pubmed/20686565	Biological, clinical and population relevance of 95 loci for blood lipids.	C	Cholesterol, total	HMGCR	2.84	Affymetrix, Illumina &amp; Perlegen [~2.6 million] (imputed)	[2.45-3.23] mg/dL increase		Up to 100,184 European descent individuals		0	12916	HMGCR	3156	1
12916	SNP	5	74656538	5e-45	20686565	Teslovich TM	Nature	http://www.ncbi.nlm.nih.gov/pubmed/20686565	Biological, clinical and population relevance of 95 loci for blood lipids.	C	LDL cholesterol	HMGCR	2.45	Affymetrix, Illumina &amp; Perlegen [~2.6 million] (imputed)	[2.1-2.8] mg/dL increase		Up to 95,454 European descent individuals		0	12916	HMGCR	3156	1
12916	SNP	5	74656538	1e-11	20864672	Waterworth DM	Arterioscler Thromb Vasc Biol	http://www.ncbi.nlm.nih.gov/pubmed/20864672	Genetic variants influencing circulating lipid levels and risk of coronary artery disease.	T	LDL cholesterol	HMGCR	0.02	Affymetrix, Illumina &amp; Perlegen [2,155,369] (imputed)	[0.01-0.03] unit decrease	5q13.3	up to 17,243 white European descent individuals	up to 37,774 white European descent individuals, up to 9,665 Indian Asian individuals	0	12916	HMGCR	3156	1
2112347	SNP	5	75015241	2e-13	20935630	Speliotes EK	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	T	Body mass index	FLJ35779, HMGCR	0.1	Affymetrix, Illumina and Perlegen [~2.8 million] (imputed)	[0.06-0.14] kg/m2 increase	5q13.3	Up to 123,865 European ancestry individuals	Up to 125,931 European ancestry individuals	0	2112347	POC5	134359	1
457717	SNP	5	75920971	4e-07	20068591	Van Laer L	Eur J Hum Genet	http://www.ncbi.nlm.nih.gov/pubmed/20068591?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&amp;ordinalpos=2	A genome-wide association study for age-related hearing impairment in the Saami.	T	Hearing impairment	IQGAP2		Affymetrix [83,381]		5q13.3	347 Finnish Saami individuals		0	457717	F2RL2;IQGAP2	2151;10788	1
4457053	SNP	5	76424948	3e-12	20581827	Voight BF	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20581827	Twelve type 2 diabetes susceptibility loci identified through large-scale association analysis.	G	Type 2 diabetes	ZBED3	1.08	Affymetrix &amp; Illumina [2,426,886] (imputed)	[1.06-1.11]	5q13.3	8,130 European ancestry cases, 38,987 European ancestry controls	Up to 34,412 European ancestry cases, 59,925 European ancestry controls	0	4457053			
4704397	SNP	5	76518441	2e-06	22493691	Eriksson N	PLoS One	http://www.ncbi.nlm.nih.gov/pubmed/22493691	Novel associations for hypothyroidism include known autoimmune risk loci.	A	Hypothyroidism	PDE8B	1.17	Illumina [870,065]	[1.10-1.26]		3,736 European ancestry cases, 35,546 European ancestry controls		0	4704397	PDE8B	8622	1
2046045	SNP	5	76535810	3e-27	22494929	Rawal R	Hum Mol Genet	http://www.ncbi.nlm.nih.gov/pubmed/22494929	Meta-analysis of two genome-wide association studies identifies four genetic loci associated with thyroid function.	T	Thyroid function	PDE8B	0.12	Affymetrix &amp; Illumina [2,524,918] (imputed)	[0.093-0.137] unit decrease		3,736 European ancestry individuals	3,727 European ancestry individuals	0	2046045	PDE8B	8622	1
163030	SNP	5	76781470	2e-07	21502949	Stein JL	Mol Psychiatry	http://www.ncbi.nlm.nih.gov/pubmed/21502949	Discovery and replication of dopamine-related gene effects on caudate volume in young and elderly populations (N=1198) using genome-wide search.	A	Caudate nucleus volume	WDR41,PDE8B	117.5	Illumina [520,459]	[73.01-161.99] mm3 increase	5q13.3	734 European acnestry individuals	464 European acnestry individuals	0	163030	WDR41	55255	1
12655917	SNP	5	77291939	6e-07	21901158	Irvin MR	PLoS One	http://www.ncbi.nlm.nih.gov/pubmed/21901158	Genome-wide detection of allele specific copy number variation associated with insulin resistance in African Americans from the HyperGEN study.	C	Insulin resistance/response	AP3B1	40	Affymetrix [872,243]	[27 - 51] % decrease		1,040 non-diabetic individuals		0	12655917			
6881634	SNP	5	77630853	2e-06	19668339	Potkin SG	PLoS One	http://www.ncbi.nlm.nih.gov/pubmed/19668339?ordinalpos=1&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Hippocampal atrophy as a quantitative trait in a genome-wide association study identifying novel susceptibility genes for Alzheimer&#39;s disease.	?	Hippocampal atrophy	SCAMP1, LHFPL2		Illumina [516,645]		5q14.1	172 cases, 209 controls		0	6881634			
784420	SNP	5	77987523	8e-06	22566634	Benjamin DJ	Proc Natl Acad Sci U S A	http://www.ncbi.nlm.nih.gov/pubmed/22566634	The genetic architecture of economic and political preferences.	G	Economic and political preferences	Intergenic	0.12	Illumina [628,922]	[0.067-0.173] unit decrease		9,617 individuals		0	784420			
337847	SNP	5	78259887	7e-06	19668339	Potkin SG	PLoS One	http://www.ncbi.nlm.nih.gov/pubmed/19668339?ordinalpos=1&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Hippocampal atrophy as a quantitative trait in a genome-wide association study identifying novel susceptibility genes for Alzheimer&#39;s disease.	?	Hippocampal atrophy	ARSB		Illumina [516,645]		5q14.1	172 cases, 209 controls		0	337847	ARSB	411	1
2052550	SNP	5	78272941	8e-06	19084217	Benyamin B	Am J Hum Genet	http://www.ncbi.nlm.nih.gov/pubmed/19084217?ordinalpos=1&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Variants in TF and HFE explain approximately 40% of genetic variation in serum-transferrin levels.	?	Iron status biomarkers	ARSB		Illumina [315,887]		5q14.1	459 twin pairs		0	2052550	ARSB	411	1
10078095	SNP	5	78756777	3e-06	18193045	Sanna S	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/18193045?ordinalpos=1&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	Common variants in the GDF5-UQCC region are associated with variation in human height.	C	Height	HOMER1	0.9	Illumina and Affymetrix[~2,261,000] (imputed)		5q14.1	6,669 individuals	28,801 individuals	0	10078095	HOMER1	9456	1
7713917	SNP	5	78829248	1e-06	20673876	Rietschel M	Biol Psychiatry	http://www.ncbi.nlm.nih.gov/pubmed/20673876	Genome-wide association-, replication-, and neuroimaging study implicates HOMER1 in the etiology of major depression.	G	Major depressive disorder	HOMER1	1.33	Illumina [491,238]	[1.19-1.49]	5q14.1	597 German cases, 1,295 controls	409 German cases, 541 German controls	0	7713917			
13358260	SNP	5	78845710	5e-06	21700879	Qi L	Diabetes	http://www.ncbi.nlm.nih.gov/pubmed/21700879	Novel locus FER is associated with serum HMW adiponectin levels.	C	Adiponectin levels	PAPD4		Affymetrix [2,543,887] (imputed)			1,591 European ancestry indviduals	626 European ancestry individuals	0	13358260			
4703822	SNP	5	80411220	4e-06	22419666	Shi M	Am J Med Genet A	http://www.ncbi.nlm.nih.gov/pubmed/22419666	Genome wide study of maternal and parent-of-origin effects on the etiology of orofacial clefts.	?	Orofacial clefts	RASGRF2	1.59	Illumina [NR]	[1.3-1.92]		1,094 European ancestry triads, 1,277 Asian ancestry triads and 87 other ancestry triads		0	4703822	RASGRF2	5924	1
4703516	SNP	5	80654965	3e-06	22863734	Ludwig KU	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/22863734	Genome-wide meta-analyses of nonsyndromic cleft lip with or without cleft palate identify six new risk loci.	?	Orofacial clefts			NR [497,084]			Up to 666 European ancestry trios, 399 European ancestry cases, 1,318 European ancestry controls	up to 795 East and South Asian ancestry trios	0	4703516	ACOT12	134526	1
7732320	SNP	5	80719124	1e-06	22472174	Xiao Y	Clin Cancer Res	http://www.ncbi.nlm.nih.gov/pubmed/22472174	SSBP2 variants are associated with survival in glioblastoma patients.	T	Glioblastoma	SSBP2	1.64	Illumina [314,635]	[1.34-2.00]		315 European ancestry cases	434 European ancestry cases	0	7732320	SSBP2	23635	1
410644	SNP	5	81087533	7e-06	21079607	Wang K	Mol Psychiatry	http://www.ncbi.nlm.nih.gov/pubmed/21079607	A genome-wide association study on common SNPs and rare CNVs in anorexia nervosa.	?	Anorexia nervosa	SSBP2		Illumina [~598,000]		5q14.1	1,033 European ancestry cases, 3,773 European ancestry pediatric controls		0	410644			
1032757	SNP	5	81939317	2e-06	20208534	Rothenberg ME	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20208534	Common variants at 5q22 associate with pediatric eosinophilic esophagitis.	T	Eosinophilic esophagitis (pediatric)		1.96	Illumina [~550,000]	[1.40-2.74]	5q14.2	181 European descent adolescent cases, 1,974 European descent adolescent controls	170 European descent cases, 1,130 European descent controls	0	1032757			
310501	SNP	5	82889909	7e-06	20516156	Lewis CM	Am J Psychiatry	http://www.ncbi.nlm.nih.gov/pubmed/20516156	Genome-wide association study of major recurrent depression in the U.K. population.	?	Major depressive disorder	VCAN	1.16	Illumina [471,747]		5q14.3	1,636 UK cases, 1,594 UK controls	926 German cases, 866 German controls, 492 Caucasian cases, 1,052 Caucasian controls	0	310501			
3846635	SNP	5	82960733	2e-06	22589738	Fox CS	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/22589738	Genome-wide association for abdominal subcutaneous and visceral adipose reveals a novel locus for visceral fat in women.	G	Visceral fat	HAPLN1		Affymetrix &amp; Illumina [2.5 million] (imputed)			5,560 European ancestry women and 4,997 European ancestry men		0	3846635	HAPLN1	1404	1
4466137	SNP	5	82985738	3e-06	17903305	Murabito JM	BMC Med Genet	http://www.ncbi.nlm.nih.gov/pubmed/17903305?ordinalpos=1&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	A genome-wide association study of breast and prostate cancer in the NHLBI&#39;s Framingham Heart Study.	?	Prostate cancer	HAPLN1		Affymetrix[70,897]		5q14.3	1,345 individuals(Framingham)		0	4466137	HAPLN1	1404	1
4552569	SNP	5	83173592	9e-10	22138694	Lin Z	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/22138694	A genome-wide association study in Han Chinese identifies new susceptibility loci for ankylosing spondylitis.	C	Ankylosing spondylitis	HAPLN1, EDIL3	1.21	Illumina [1,356,350] (imputed)	[1.14-1.29]		1,837 Han Chinese cases, 4,231 Han Chinese controls	2,100 Han Chinese cases, 3,496 Han Chinese controls	0	4552569			
347344	SNP	5	83499642	1e-06	20237162	Bozaoglu K	J Clin Endocrinol Metab	http://www.ncbi.nlm.nih.gov/pubmed/20237162	Chemerin, a novel adipokine in the regulation of angiogenesis.	?	Chemerin levels	EDIL3		Illumina [542,944]		5q14.3	1,354 Mexican-American family members		0	347344	EDIL3	10085	1
4920799	SNP	5	84606527	7e-06	17903301	Vasan RS	BMC Med Genet	http://www.ncbi.nlm.nih.gov/pubmed/17903301?ordinalpos=2&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	Genome-wide association of echocardiographic dimensions, brachial artery endothelial function and treadmill exercise responses in the Framingham Heart Study.	?	Echocardiographic traits	Intergenic		Affymetrix[70,897]		5q14.3	1,238 individuals(Framingham)		0	4920799			
2032794	SNP	5	86432616	2e-06	21173776	de Moor MH	Mol Psychiatry	http://www.ncbi.nlm.nih.gov/pubmed/21173776	Meta-analysis of genome-wide association studies for personality.	C	Personality dimensions	RASA1	0.48	Affymetrix, Illumina &amp; Perlegen [~2.5 million] (imputed)	[0.30-0.66] unit increase	5q14.3	17,375 European ancestry adults	3,294 European ancestry adults	0	2032794			
17421627	SNP	5	87847585	7e-16	21060863	Ikram MK	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21060863	Four novel Loci (19q13, 6q24, 12q24, and 5q14) influence the microcirculation in vivo.	G	Retinal vascular caliber	MEF2C	3	Affymetrix &amp; Illumina [2.2 million] (imputed)	[2.27-3.73] um increase	5q14.3	15,358 Caucasian individuals	6,673 individuals	0	17421627			
770189	SNP	5	88088438	3e-06	17903302	Levy D	BMC Med Genet	http://www.ncbi.nlm.nih.gov/pubmed/17903302?ordinalpos=7&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	Framingham Heart Study 100K Project: genome-wide associations for blood pressure and arterial stiffness.	?	Tonometry	MEF2C		Affymetrix[70,897]		5q14.3	644-1,327 individuals, depending on measure(Framingham		0	770189	MEF2C	4208	1
10037512	SNP	5	88354674	2e-18	20881960	Lango Allen H	Nature	http://www.ncbi.nlm.nih.gov/pubmed/20881960	Hundreds of variants clustered in genomic loci and biological pathways affect human height.	T	Height	MEF2C	0.03	Affymetrix,  Illumina [2,834,208] (imputed)			133,653 European ancestry individuals	50,074 European ancestry individuals	0	10037512			
1366594	SNP	5	88376060	1e-13	19801982	Rivadeneira F	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19801982?ordinalpos=1&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Twenty bone-mineral-density loci identified by large-scale meta-analysis of genome-wide association studies.	C	Bone mineral density (hip)	MEF2C	0.09	Affymetrix &amp; Illumina [2,543,686](imputed)	[0.07-0.11] s.d. decrease	5q14.3	19,195 European individuals		0	1366594			
1366594	SNP	5	88376060	1e-07	21533022	Duncan EL	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21533022	Genome-wide association study using extreme truncate selection identifies novel genes affecting bone mineral density and fracture risk.	C	Bone mineral density	MEF2C	0.35	Illumina [2,543,887] (imputed)		5q14.3	900 European ancestry women with low hip bone mineral density, 1,055 European ancestry women with high hip bone mineral density	20,898 European ancestry women	0	1366594			
1366594	SNP	5	88376060	8e-10	21533022	Duncan EL	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21533022	Genome-wide association study using extreme truncate selection identifies novel genes affecting bone mineral density and fracture risk.	C	Bone mineral density	MEF2C	0.14	Illumina [2,543,887] (imputed)		5q14.3	900 European ancestry women with low hip bone mineral density, 1,055 European ancestry women with high hip bone mineral density	20,898 European ancestry women	0	1366594			
10514317	SNP	5	89109749	7e-07	22675492	Prescott J	PLoS One	http://www.ncbi.nlm.nih.gov/pubmed/22675492	Genome-wide association study of circulating estradiol, testosterone, and sex hormone-binding globulin in postmenopausal women.	T	Sex hormone-binding globulin levels	Intergenic	0.13	Illumina [~2.5 million] (imputed)			1,598 European ancestry women		0	10514317			
12518099	SNP	5	89546108	7e-07	19734900	Rung J	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19734900?ordinalpos=1&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Genetic variant near IRS1 is associated with type 2 diabetes, insulin resistance and hyperinsulinemia.	C	Type 2 diabetes and other traits	LOC72901, CETN3	1.16	Illumina [392,365]	[1.10-1.22]	5q14.3	679 French cases, 697 French controls	5,579 European cases, 7,096 European controls	0	12518099			
2562519	SNP	5	89780970	5e-06	21810746	Chantarangsu S	Clin Infect Dis	http://www.ncbi.nlm.nih.gov/pubmed/21810746	Genome-wide association study identifies variations in 6p21.3 associated with nevirapine-induced rash.	A	Nevirapine-induced rash	POLR3G		Illumina [499,730]			72 Thai nevirapine-induced rash patients, 77 Thai nevirapine-tolerant rash patients	88 Thai nevirapine-induced rash patients, 145 nevirapine-tolerant patients	0	2562519	POLR3G	10622	1
1967256	SNP	5	90299222	3e-08	20195266	Adkins DE	Mol Psychiatry	http://www.ncbi.nlm.nih.gov/pubmed/20195266	Genomewide pharmacogenomic study of metabolic side effects to antipsychotic drugs.	?	Response to antipsychotic treatment	GPR98		Affymetrix [492,900]		5q14.3	738 European American, African American, and other schizophrenia cases		0	1967256	GPR98	84059	1
10514345	SNP	5	90424278	2e-07	17903296	Kiel DP	BMC Med Genet	http://www.ncbi.nlm.nih.gov/pubmed/17903296?ordinalpos=1&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	Genome-wide association with bone mass and geometry in the Framingham Heart Study.	?	Hip geometry	GPR98		Affymetrix[70,897]		5q14.3	1,141 individuals(Framingham)		0	10514345	GPR98	84059	1
933688	SNP	5	90762747	6e-06	19247474	Caporaso N	PLoS One	http://www.ncbi.nlm.nih.gov/pubmed/19247474?ordinalpos=1&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Genome-wide and candidate gene association study of cigarette smoking behaviors.	?	Smoking behavior	LOC133789	1.48	Illumina [~518,000]		5q14.3	4,611 individuals (2,617 smokers)		0	933688			
13153333	SNP	5	90981386	8e-06	22589738	Fox CS	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/22589738	Genome-wide association for abdominal subcutaneous and visceral adipose reveals a novel locus for visceral fat in women.	G	Subcutaneous adipose tissue	ARRDC3		Affymetrix &amp; Illumina [2.5 million] (imputed)			5,560 European ancestry women and 4,997 European ancestry men		0	13153333			
10055544	SNP	5	91518720	1e-07	22610502	Kennedy RB	Hum Genet	http://www.ncbi.nlm.nih.gov/pubmed/22610502	Genome-wide analysis of polymorphisms associated with cytokine responses in smallpox vaccine recipients.	A	Immune reponse to smallpox (secreted IL-10)	LOC100131236		Illumina [NR]			Up to 512 European ancestry individuals, up to 199 African American individuals		0	10055544			
1027643	SNP	5	91893791	5e-10	22544364	Turnbull C	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/22544364	A genome-wide association study identifies susceptibility loci for Wilms tumor.	T	Wilms tumor		1.43	Illumina [599,255]	[1.18-1.73]		757 European ancestry cases, 1,879 European ancestry controls	1,488 European ancestry cases, 3,851 European ancestry controls	0	1027643			
4869419	SNP	5	92567538	4e-06	21273288	Del Greco M F	Hum Mol Genet	http://www.ncbi.nlm.nih.gov/pubmed/21273288	Genome-wide association analysis and fine mapping of NT-proBNP level provide novel insight into the role of the MTHFR-CLCN6-NPPA-NPPB gene cluster.	G	Natriuretic peptide levels	CCT7P2	0.2	Illumina [~2.5 million] (imputed)	[0.12-0.28] unit decrease	5q15	1,325 Italian individuals	1,746 German individuals	0	4869419			
17376456	SNP	5	93557701	3e-15	21310492	Huang YC	Ophthalmology	http://www.ncbi.nlm.nih.gov/pubmed/21310492	Genome-wide association study of diabetic retinopathy in a Taiwanese population.	A	Diabetic retinopathy	Intergenic		Illumina [~550,000]		5q15	174 Han Chinese Type 2 diabetics with diabetic retinopathy, 575 Han Chinese Type 2 diabetics w/o diabetic retinopathy, 100 Han Chinese controls		0	17376456	C5orf36	285600	1
6869388	SNP	5	93810207	7e-06	22318345	Cha PC	J Hum Genet	http://www.ncbi.nlm.nih.gov/pubmed/22318345	A genome-wide association study identifies SNP in DCC is associated with gallbladder cancer in the Japanese population.	C	Gallbladder cancer		72.7	Illumina [425,706] (imputed)	[11.19-472.10]		41 Japanese ancestry cases, 866 Japanese ancestry controls	30 Japanese ancestry cases, 898 Japanese ancestry controls	0	6869388	C5orf36	285600	1
17418283	SNP	5	94154587	1e-07	19416921	Scott LJ	Proc Natl Acad Sci U S A	http://www.ncbi.nlm.nih.gov/pubmed/19416921?ordinalpos=1&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Genome-wide association and meta-analysis of bipolar disorder in individuals of European ancestry.	C	Bipolar disorder	MCTP1	1.21	Affymetrix and Illumina [2,366,197] (imputed)	[1.13-1.30]	5q15	3,683 cases, 14,507 controls		0	17418283	MCTP1	79772	1
153916	SNP	5	95036699	2e-08	21946350	Soler Artigas M	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21946350	Genome-wide association and large-scale follow up identifies 16 new loci influencing lung function.	T	Pulmonary function	SPATA9	0.03	Affymetrix &amp; Illumina [~2.5 million] (imputed)	[0.021-0.041] unit decrease		48,201 European ancestry individuals	46,411 European ancestry individuals	0	153916			
58263042	SNP	5	95521776	9e-06	22747683	Eriksson N	BMC Med Genet	http://www.ncbi.nlm.nih.gov/pubmed/22747683	Genetic variants associated with breast size also influence breast cancer risk.	C	Breast size	NOL4	0.17	Illumina [7,422,970] (imputed)	[0.092-0.238] cup size decrease		16,175 European ancestry women		0	58263042			
13179048	SNP	5	95542725	2e-10	22581228	Manning AK	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/22581228	A genome-wide approach accounting for body mass index identifies genetic variants influencing fasting glycemic traits and insulin resistance.	?	Fasting glucose-related traits (interaction with BMI)	PCSK1		Affymetrix &amp; Illumina [~2.4 million] (imputed)			Up to 58,074 European ancestry individuals	Up tp 38,422 European ancestry individuals	0	13179048			
6235	SNP	5	95728897	1e-26	21873549	Strawbridge RJ	Diabetes	http://www.ncbi.nlm.nih.gov/pubmed/21873549	Genome-wide association identifies nine common variants associated with fasting proinsulin levels and provides new insights into the pathophysiology of type 2 diabetes.	G	Proinsulin levels	PCSK1		Affymetrix &amp; Illumina [~2.5 million] (imputed)			10,701 European ancestry nondiabetic adults	16,378 European ancestry nondiabetic adults	0	6235	PCSK1	5122	1
261967	SNP	5	95850249	5e-09	22344219	Wen W	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/22344219	Meta-analysis identifies common variants associated with body mass index in east Asians.	C	Body mass index	PCSK1	3.77	Affymetrix &amp; Illumina [2,474,474] (imputed)	[2.26-5.28] % increase		7,739 Chinese ancestry individuals, 2,194 Japanese ancestry individuals, 8,838 Korean ancestry individuals, 2,522 Malay ancestry individuals, 1,999 Han Chinese individuals, 1,992 Singapore Chinese individuals, 2,431 Chinese, Malay and Asian Indian individuals	34,799 Japanese ancestry individuals, 14,628 Chinese ancestry individuals, 1,006 Singapore Chinese individuals, 2,782 Han Chinese individuals, 2,118 Malay ancestry individuals	0	261967			
27524	SNP	5	96101943	7e-06	22286212	Urayama KY	J Natl Cancer Inst	http://www.ncbi.nlm.nih.gov/pubmed/22286212	Genome-wide association study of classical Hodgkin lymphoma and Epstein-Barr virus status-defined subgroups.	?	Hodgkin&#39;s lymphoma	ERAP1	1.22	Illumina [502,514]	[1.11-1.33]		1,200 European ancestry cases, 6,417 European ancestry controls	563 European ancestry cases, 613 European ancestry controls	0	27524	CAST;ERAP1	831;51752	1
27524	SNP	5	96101943	3e-11	20953190	Strange A	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20953190	A genome-wide association study identifies new psoriasis susceptibility loci and an interaction between HLA-C and ERAP1.	A	Psoriasis	ERAP1	1.13	Illumina [535,475]	[1.05-1.22]	5q15	2,178 European ancestry cases, 5,175 European ancestry controls	3,174 European ancestry cases, 5,464 European ancestry controls	0	27524	CAST;ERAP1	831;51752	1
13160562	SNP	5	96111370	7e-06	19581569	Treutlein J	Arch Gen Psychiatry	http://www.ncbi.nlm.nih.gov/pubmed/19581569	Genome-wide association study of alcohol dependence.	G	Alcohol dependence	CAST, ERAP1	1.27	Illumina [524,396]	[1.14-1.41]	5q15	476 European ancestry cases, 1,358 European ancestry controls	1,024 European ancestry cases, 996 European ancestry controls	0	13160562	ERAP1	51752	1
30187	SNP	5	96124329	2e-27	21743469	Evans DM	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21743469	Interaction between ERAP1 and HLA-B27 in ankylosing spondylitis implicates peptide handling in the mechanism for HLA-B27 in disease susceptibility.	T	Ankylosing spondylitis	ERAP1		Illumina [2,223,620] (imputed)			3,023 European ancestry cases, 8,779 European ancestry controls	2,111 European ancestry cases, 4,483 European ancestry controls	0	30187	ERAP1	51752	1
27434	SNP	5	96129511	5e-12	20062062	Reveille JD	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20062062?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&amp;ordinalpos=1	Genome-wide association study of ankylosing spondylitis identifies non-MHC susceptibility loci.	A	Ankylosing spondylitis	ERAP1	1.19	Illumina [288,662]	[1.10-1.30]	5q15	2,053 European descent cases, 5,140 European descent controls	898 British cases, 1,518 British controls	0	27434	ERAP1	51752	1
2549794	SNP	5	96244548	1e-10	21102463	Franke A	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21102463	Genome-wide meta-analysis increases to 71 the number of confirmed Crohn&#39;s disease susceptibility loci.	C	Crohn&#39;s disease	ERAP2,LRAP	1.05	Affymetrix &amp; Illumina [953,241] (imputed)	[1.02-1.09]		6,333 European ancestry cases, 15,056 European ancestry controls	15,694 European ancestry cases, 14,026 European ancestry controls, 414 European ancestry parent-offspring trios	0	2549794	ERAP2	64167	1
4703129	SNP	5	97888735	1e-06	21182207	Salyakina D	Autism Res	http://www.ncbi.nlm.nih.gov/pubmed/21182207	Variants in several genomic regions associated with asperger disorder.	?	Asperger disorder	RGMB		Illumina [439,282]		5q15	843 family members		0	4703129			
17736767	SNP	5	98579963	7e-06	22044751	Foster MC	BMC Med Genet	http://www.ncbi.nlm.nih.gov/pubmed/22044751	Heritability and genome-wide association analysis of renal sinus fat accumulation in the Framingham Heart Study.	G	Renal sinus fat	CHD1	0.21	Affymetrix [~2.5 million] (imputed)	[0.12-0.30] unit decrease		2,809 European ancestry individuals		0	17736767			
1829883	SNP	5	98781102	6e-06	17903294	Yang Q	BMC Med Genet	http://www.ncbi.nlm.nih.gov/pubmed/17903294?ordinalpos=1&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	Genome-wide association and linkage analyses of hemostatic factors and hematological phenotypes in the Framingham Heart Study.	?	Hemostatic factors and hematological phenotypes	Intergenic		Affymetrix[70,897]		5q21.1	1,000 individuals(Framingham		0	1829883			
10067427	SNP	5	99342046	5e-06	20708005	Chalasani N	Gastroenterology	http://www.ncbi.nlm.nih.gov/pubmed/20708005	Genome-wide association study identifies variants associated with histologic features of nonalcoholic Fatty liver disease.	G	Non-alcoholic fatty liver disease histology (lobular)	Intergenic	0.75	Illumina [324,623]		5q21.1	236 non-Hispanic Caucasian women		0	10067427			
4702982	SNP	5	99991647	6e-06	19165232	Otowa T	J Hum Genet	http://www.ncbi.nlm.nih.gov/pubmed/19165232	Genome-wide association study of panic disorder in the Japanese population.	?	Panic disorder	Intergenic		Affymetrix [253,903]		5q21.1	200 Japanese ancestry cases, 200 Japanese ancestry controls		0	4702982			
